0.58949,0.91534,0.074326
0.79225,0.57495,0.56523
0.27836,0.37422,0.81154
0.72977,0.26246,0.55935
0.36995,0.13664,0.31293
0.55169,0.20597,0.2183
0.90134,0.85297,0.9499
0.37557,0.42929,0.27338
0.80699,0.30225,0.57637
0.85813,0.55992,0.21095
0.64516,0.84837,0.3259
0.43052,0.21522,0.51038
0.13402,0.19652,0.66272
0.4008,0.2518,0.15735
0.53685,0.34204,0.40052
0.99927,0.19445,0.49792
0.091482,0.20145,0.52501
0.72106,0.70564,0.087118
0.75835,0.4314,0.78085
0.84662,0.047172,0.96969
0.35665,0.074069,0.27659
0.80936,0.33831,0.34325
0.019215,0.44753,0.54919
0.34092,0.60588,0.55026
0.98859,0.027783,0.91412
0.74001,0.59777,0.26497
0.81244,0.5264,0.25115
0.54926,0.52321,0.71527
0.84485,0.015857,0.54309
0.45037,0.20086,0.95713
0.6662,0.20291,0.053711
0.93818,0.20397,0.51449
0.42496,0.76554,0.58089
0.076584,0.47146,0.83012
0.17095,0.67163,0.93803
0.19718,0.62338,0.2635
0.65449,0.23743,0.45206
0.38139,0.041143,0.22957
0.49824,0.95447,0.83566
0.66398,0.15012,0.59135
0.76267,0.81905,0.80349
0.17761,0.36845,0.99918
0.85139,0.53921,0.69482
0.032954,0.36858,0.42305
0.86089,0.70785,0.062482
0.9179,0.53616,0.16221
0.58164,0.7065,0.61198
0.033416,0.078197,0.045738
0.97897,0.13582,0.56379
0.077349,0.1891,0.1103
0.92572,0.17447,0.67052
0.3605,0.87821,0.62904
0.60841,0.060771,0.41269
0.40839,0.85065,0.71487
0.33192,0.95996,0.89972
0.54478,0.61574,0.57786
0.40568,0.16293,0.93378
0.50359,0.40947,0.16551
0.17983,0.4686,0.9208
0.75353,0.935,0.90951
0.21647,0.69761,0.19814
0.56313,0.71972,0.60175
0.7499,0.34161,0.96392
0.35283,0.64286,0.8104
0.59838,0.30037,0.00078465
0.63874,0.19413,0.68038
0.14695,0.34148,0.79603
0.29701,0.068472,0.020558
0.78299,0.23169,0.49134
0.39404,0.37357,0.77155
0.89803,0.022806,0.28035
0.3133,0.12723,0.15223
0.12543,0.45082,0.33871
0.061346,0.98016,0.087849
0.46232,0.48372,0.062587
0.36177,0.31657,0.95505
0.32524,0.83137,0.94936
0.075672,0.018916,0.12817
0.029869,0.8224,0.98433
0.60843,0.47813,0.83238
0.99386,0.27058,0.65713
0.64591,0.84734,0.75713
0.63827,0.46315,0.65569
0.066247,0.018142,0.050789
0.091222,0.26585,0.41001
0.48293,0.40593,0.90447
0.64506,0.47519,0.60891
0.39623,0.59172,0.42786
0.5953,0.98433,0.57416
0.57914,0.39829,0.04354
0.57701,0.12257,0.88267
0.056473,0.066198,0.87481
0.32928,0.2653,0.1423
0.20176,0.49293,0.061949
0.81249,0.26434,0.19218
0.19153,0.3699,0.53796
0.86923,0.96144,0.5513
0.96502,0.46484,0.28839
0.72092,0.99941,0.95288
0.90447,0.65619,0.96734
0.84811,0.00095062,0.17451
0.60303,0.080638,0.42721
0.69008,0.5976,0.51707
0.72821,0.1579,0.76071
0.30797,0.96574,0.14913
0.34388,0.4311,0.92376
0.64089,0.72623,0.73526
0.79065,0.62596,0.58236
0.12269,0.96881,0.69709
0.84402,0.3759,0.16967
0.82521,0.95271,0.22653
0.37975,0.44322,0.30854
0.4309,0.048159,0.4325
0.27581,0.73605,0.28513
0.34173,0.47494,0.11212
0.47836,0.55078,0.87182
0.00055275,0.59258,0.18364
0.11339,0.66644,0.23257
0.80074,0.53951,0.90637
0.93174,0.80492,0.78039
0.56276,0.16108,0.41637
0.65272,0.32916,0.87357
0.82469,0.50633,0.24749
0.52863,0.714,0.91432
0.55633,0.64405,0.77497
0.39948,0.19079,0.94948
0.42834,0.092253,0.35529
0.52591,0.2962,0.20093
0.84767,0.66018,0.90609
0.98332,0.33027,0.47585
0.70598,0.070808,0.41812
0.31837,0.36782,0.39623
0.73281,0.71789,0.75494
0.12957,0.031877,0.48906
0.48898,0.064252,0.28914
0.99802,0.57617,0.38243
0.96567,0.56137,0.93235
0.58181,0.77024,0.58463
0.87512,0.4859,0.69248
0.66727,0.65007,0.61812
0.34824,0.082305,0.55935
0.47182,0.18403,0.19706
0.94294,0.86907,0.80702
0.47514,0.25762,0.060521
0.88788,0.055312,0.50929
0.68436,0.96713,0.6351
0.29234,0.06292,0.75949
0.65736,0.18886,0.46017
0.053955,0.8751,0.63202
0.3575,0.64983,0.94227
0.63797,0.41018,0.012335
0.51326,0.38463,0.37414
0.28592,0.70681,0.83236
0.78773,0.79311,0.18342
0.020852,0.41193,0.26127
0.88828,0.77346,0.89834
0.98177,0.92133,0.94072
0.83793,0.70886,0.6288
0.51265,0.51285,0.95253
0.14377,0.80077,0.12781
0.37105,0.2569,0.56201
0.52229,0.46015,0.57382
0.017994,0.36107,0.015232
0.37909,0.077145,0.060948
0.14598,0.35274,0.70465
0.57776,0.71358,0.12303
0.68804,0.45171,0.16569
0.10626,0.88145,0.65493
0.97261,0.11874,0.61515
0.37339,0.65105,0.13126
0.69436,0.29431,0.81852
0.90126,0.36972,0.60739
0.47344,0.71269,0.26974
0.39019,0.64457,0.03352
0.20755,0.16058,0.45504
0.1446,0.58059,0.14001
0.99276,0.44388,0.91099
0.65773,0.66421,0.95415
0.11255,0.084263,0.74525
0.95723,0.041356,0.82857
0.5499,0.7072,0.86341
0.99165,0.95269,0.096128
0.9915,0.93911,0.13365
0.90136,0.52983,0.32994
0.67729,0.64922,0.90665
0.3804,0.92413,0.43861
0.55506,0.71445,0.88449
0.28002,0.50842,0.57302
0.96171,0.076731,0.49739
0.98079,0.75548,0.75393
0.39267,0.63495,0.96023
0.0087596,0.066661,0.46933
0.47114,0.14237,0.20597
0.10064,0.67902,0.40564
0.66745,0.99627,0.16973
0.98163,0.62402,0.093163
0.17705,0.64136,0.25221
0.023378,0.77317,0.13052
0.41921,0.47494,0.89238
0.84609,0.528,0.17669
0.95534,0.63122,0.33856
0.18453,0.40313,0.989
0.74172,0.15166,0.90315
0.92581,0.70144,0.28974
0.22517,0.40983,0.69937
0.060957,0.49225,0.041008
0.5454,0.2884,0.94805
0.32465,0.71933,0.1233
0.44753,0.31557,0.5433
0.545,0.43954,0.91864
0.14106,0.81577,0.53027
0.8081,0.77707,0.32075
0.90631,0.22192,0.32551
0.26254,0.20198,0.82956
0.45005,0.54268,0.48994
0.30669,0.66431,0.43177
0.018492,0.33909,0.029069
0.16003,0.10107,0.87279
0.29916,0.20921,0.18054
0.37601,0.039931,0.87311
0.38787,0.051023,0.35352
0.23308,0.82344,0.3081
0.017889,0.33101,0.62704
0.92717,0.044969,0.44456
0.98449,0.55312,0.82538
0.84236,0.39011,0.5125
0.92618,0.40089,0.76049
0.64052,0.95376,0.5918
0.88276,0.074112,0.068625
0.55535,0.076848,0.29837
0.087361,0.68358,0.1166
0.11745,0.47035,0.49619
